Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,Casp,casp_,complete_model_name,group_name,casp_newname,new_name,lddt,Categories,lddt_rank
TS029,1,16.287,28,22.927,32,0.71,42,0.758,26,-1.0,1,0.696,51,0.0,1,24.144,113,0.384,13,0.0,1,2.328e-05,0,CR1108,R1108,R1108TS029_1,Others,R1108_TS029_1,R1108_TS029_1,0.5745223077502274,Human,19
TS147,4,16.334,29,21.522,26,0.759,32,0.757,27,-1.0,1,0.766,27,4.07,35,19.236,22,0.245,45,0.0,1,2.606e-05,1,CR1108,R1108,R1108TS147_4,Others,R1108_TS147_4,R1108_TS147_4,0.5403627363848784,Human,31
TS227,1,16.788,30,20.949,24,0.801,14,0.757,27,-1.0,1,0.815,5,4.97,42,17.934,14,0.268,35,0.0,1,7.411e-05,1,CR1108,R1108,R1108TS227_1,Others,R1108_TS227_1,R1108_TS227_1,0.5413029787584681,Human,30
TS227,4,17.198,31,22.176,29,0.776,21,0.757,27,-1.0,1,0.781,20,6.78,53,19.506,27,0.236,48,0.0,1,0.0001811,1,CR1108,R1108,R1108TS227_4,Others,R1108_TS227_4,R1108_TS227_4,0.5421328640459556,Human,29
TS128,2,17.564,32,23.045,33,0.762,31,0.794,22,-1.0,1,0.75,36,108.9,76,22.772,93,0.305,26,0.0,1,0.0003857,0,CR1108,R1108,R1108TS128_2,Others,R1108_TS128_2,R1108_TS128_2,0.5463632256607183,Human,28
TS147,5,17.676,33,22.283,30,0.793,15,0.738,34,-1.0,1,0.811,6,1.81,22,18.699,18,0.276,31,0.0,1,0.0004829,1,CR1108,R1108,R1108TS147_5,Others,R1108_TS147_5,R1108_TS147_5,0.5485203321895434,Human,25
TS434,3,17.767,34,23.894,35,0.744,36,0.701,40,-1.0,1,0.759,32,5.88,48,19.274,23,0.309,25,0.0,1,0.0005774,0,CR1108,R1108,R1108TS434_3,Others,R1108_TS434_3,R1108_TS434_3,0.546822238825853,Human,27
TS439,2,17.822,35,23.135,34,0.77,27,0.787,25,-1.0,1,0.768,24,7.69,57,24.317,117,0.274,32,0.0,1,0.000642,0,CR1108,R1108,R1108TS439_2,Others,R1108_TS439_2,R1108_TS439_2,0.5113652818080195,Human,42
TS227,5,17.859,36,22.603,31,0.79,16,0.757,27,-1.0,1,0.801,9,4.97,42,18.401,16,0.27,33,0.0,1,0.0006894,1,CR1108,R1108,R1108TS227_5,Others,R1108_TS227_5,R1108_TS227_5,0.5357336244798503,Human,32
TS248,5,18.163,37,27.408,38,0.663,52,0.512,60,-1.0,1,0.724,44,9.49,61,17.703,12,0.265,37,0.0,1,0.001223,0,CR1108,R1108,R1108TS248_5,Others,R1108_TS248_5,R1108_TS248_5,0.4969215710123774,Human,45
TS227,3,18.507,38,23.971,36,0.772,23,0.738,34,-1.0,1,0.783,17,1.36,18,17.894,13,0.205,67,0.0,1,0.002263,1,CR1108,R1108,R1108TS227_3,Others,R1108_TS227_3,R1108_TS227_3,0.5536718009687881,Human,23
TS147,3,18.77,39,24.159,37,0.777,20,0.738,34,-1.0,1,0.79,16,4.07,35,18.339,15,0.262,40,0.0,1,0.003543,1,CR1108,R1108,R1108TS147_3,Others,R1108_TS147_3,R1108_TS147_3,0.5513278164599801,Human,24
TS235,3,19.16,40,27.454,39,0.698,44,0.667,44,-1.0,1,0.714,48,7.23,55,21.65,76,0.255,42,0.0,1,0.006644,1,CR1108,R1108,R1108TS235_3,Others,R1108_TS235_3,R1108_TS235_3,0.4853901932279006,Human,46
TS235,2,19.308,41,30.917,46,0.625,57,0.458,62,-1.0,1,0.673,54,10.85,66,21.398,73,0.259,41,0.0,1,0.008338,1,CR1108,R1108,R1108TS235_2,Others,R1108_TS235_2,R1108_TS235_2,0.418023813587753,Human,66
TS128,4,19.802,42,29.193,42,0.678,47,0.609,50,-1.0,1,0.701,50,163.28,78,26.675,138,0.263,39,0.0,1,0.01703,1,CR1108,R1108,R1108TS128_4,Others,R1108_TS128_4,R1108_TS128_4,0.5124541650235723,Human,41
TS147,1,19.997,43,28.103,40,0.712,41,0.738,34,-1.0,1,0.709,49,3.16,29,20.223,41,0.311,24,0.0,1,0.02216,1,CR1108,R1108,R1108TS147_1,Others,R1108_TS147_1,R1108_TS147_1,0.5289238565534452,Human,35
TS235,5,20.12,44,30.169,44,0.667,50,0.611,49,-1.0,1,0.691,52,4.07,35,20.781,56,0.207,64,0.0,1,0.02602,1,CR1108,R1108,R1108TS235_5,Others,R1108_TS235_5,R1108_TS235_5,0.471104100575034,Human,47
TS385,4,20.168,45,33.649,50,0.599,60,0.445,64,-1.0,1,0.642,59,7.23,55,19.276,24,0.224,55,0.0,1,0.02767,1,CR1108,R1108,R1108TS385_4,Others,R1108_TS385_4,R1108_TS385_4,0.4257355667645656,Human,63
TS385,3,20.222,46,38.701,58,0.523,66,0.0,72,-1.0,1,0.636,62,9.95,62,21.097,62,0.223,57,0.0,1,0.02965,1,CR1108,R1108,R1108TS385_3,Others,R1108_TS385_3,R1108_TS385_3,0.3565093023666445,Human,71
TS285,3,20.37,47,39.5,59,0.516,70,0.491,61,-1.0,1,0.547,66,0.0,1,29.279,146,0.211,63,0.0,1,0.03561,0,CR1108,R1108,R1108TS285_3,Others,R1108_TS285_3,R1108_TS285_3,0.4330188296757079,Human,57
TS285,4,20.562,48,39.57,60,0.52,67,0.605,51,-1.0,1,0.516,70,1.36,18,29.527,147,0.204,68,0.0,1,0.04484,0,CR1108,R1108,R1108TS285_4,Others,R1108_TS285_4,R1108_TS285_4,0.4277640701291029,Human,62
TS285,5,20.942,49,40.454,62,0.518,69,0.583,54,-1.0,1,0.508,71,0.9,12,30.686,151,0.222,59,0.0,1,0.06865,0,CR1108,R1108,R1108TS285_5,Others,R1108_TS285_5,R1108_TS285_5,0.4216463079124023,Human,64
TS285,1,20.979,50,41.494,64,0.506,72,0.605,51,-1.0,1,0.497,73,0.9,12,29.585,148,0.216,60,0.0,1,0.07139,0,CR1108,R1108,R1108TS285_1,Others,R1108_TS285_1,R1108_TS285_1,0.4332374763253462,Human,56
TS385,2,20.998,51,34.486,51,0.609,59,0.412,69,-1.0,1,0.667,57,6.33,52,16.564,9,0.167,72,0.0,1,0.07284,0,CR1108,R1108,R1108TS385_2,Others,R1108_TS385_2,R1108_TS385_2,0.3869567861548887,Human,68
TS035,3,21.512,52,35.291,53,0.61,58,0.529,58,-1.0,1,0.641,60,1.38,20,23.706,106,0.24,47,0.0,1,0.1211,0,CR1108,R1108,R1108TS035_3,Others,R1108_TS035_3,R1108_TS035_3,0.4291324216781637,Human,61
TS285,2,22.086,53,40.481,63,0.546,65,0.669,43,-1.0,1,0.529,68,0.45,10,28.674,144,0.207,64,0.0,1,0.1975,1,CR1108,R1108,R1108TS285_2,Others,R1108_TS285_2,R1108_TS285_2,0.4361135471416043,Human,54
TS439,5,22.096,54,32.741,49,0.675,48,0.436,68,-1.0,1,0.753,33,4.52,39,21.151,65,0.228,52,0.0,1,0.1991,0,CR1108,R1108,R1108TS439_5,Others,R1108_TS439_5,R1108_TS439_5,0.4187561177622167,Human,65
TS385,1,22.113,55,37.806,57,0.585,63,0.309,70,-1.0,1,0.662,58,9.95,62,21.208,68,0.212,62,0.0,1,0.2017,0,CR1108,R1108,R1108TS385_1,Others,R1108_TS385_1,R1108_TS385_1,0.3859779442002166,Human,69
TS385,5,22.338,56,42.927,67,0.52,67,0.0,72,-1.0,1,0.637,61,9.04,60,22.416,87,0.178,71,0.0,1,0.2387,0,CR1108,R1108,R1108TS385_5,Others,R1108_TS385_5,R1108_TS385_5,0.3445813278657191,Human,73
TS434,5,22.943,57,29.221,43,0.785,18,0.757,27,-1.0,1,0.794,13,5.88,48,20.267,42,0.236,48,0.0,1,0.354,1,CR1108,R1108,R1108TS434_5,Others,R1108_TS434_5,R1108_TS434_5,0.5346859678757879,Human,33
TS235,4,23.02,58,35.69,54,0.645,55,0.566,56,-1.0,1,0.673,54,12.21,70,23.367,103,0.224,55,0.0,1,0.3702,0,CR1108,R1108,R1108TS235_4,Others,R1108_TS235_4,R1108_TS235_4,0.4647645856139192,Human,48
TS035,4,23.591,59,36.516,55,0.646,54,0.582,55,-1.0,1,0.669,56,5.07,46,25.285,128,0.223,57,0.0,1,0.4942,0,CR1108,R1108,R1108TS035_4,Others,R1108_TS035_4,R1108_TS035_4,0.4612097675684755,Human,50
TS035,2,23.6,60,39.954,61,0.591,62,0.649,46,-1.0,1,0.57,64,1.39,21,24.847,123,0.207,64,0.0,1,0.4962,1,CR1108,R1108,R1108TS035_2,Others,R1108_TS035_2,R1108_TS035_2,0.4400157737061735,Human,53
TS434,1,24.108,61,30.833,45,0.782,19,0.8,17,-1.0,1,0.783,17,5.42,47,20.355,46,0.23,51,0.0,1,0.6075,1,CR1108,R1108,R1108TS434_1,Others,R1108_TS434_1,R1108_TS434_1,0.5246714301689788,Human,36
TS035,5,24.448,62,54.997,72,0.445,73,0.233,71,-1.0,1,0.538,67,1.85,25,23.899,110,0.264,38,0.0,1,0.6778,0,CR1108,R1108,R1108TS035_5,Others,R1108_TS035_5,R1108_TS035_5,0.3774898206228678,Human,70
TS434,4,24.609,63,32.158,47,0.765,29,0.8,17,-1.0,1,0.761,29,4.52,39,20.568,54,0.228,52,0.0,1,0.7093,1,CR1108,R1108,R1108TS434_4,Others,R1108_TS434_4,R1108_TS434_4,0.5221700028839985,Human,38
TS434,2,24.644,64,32.624,48,0.755,35,0.738,34,-1.0,1,0.761,29,2.71,26,20.465,53,0.225,54,0.0,1,0.7158,1,CR1108,R1108,R1108TS434_2,Others,R1108_TS434_2,R1108_TS434_2,0.5340282396426196,Human,34
TS227,2,25.04,65,34.574,52,0.724,39,0.738,34,-1.0,1,0.726,43,2.71,26,21.088,61,0.216,60,0.0,1,0.7854,1,CR1108,R1108,R1108TS227_2,Others,R1108_TS227_2,R1108_TS227_2,0.5236384878430634,Human,37
TS035,1,25.089,66,42.218,65,0.594,61,0.686,41,-1.0,1,0.569,65,3.22,33,24.38,119,0.194,69,0.0,1,0.7932,1,CR1108,R1108,R1108TS035_1,Others,R1108_TS035_1,R1108_TS035_1,0.4504511397679853,Human,51
TS439,4,25.435,67,37.307,56,0.682,46,0.535,57,-1.0,1,0.731,42,20.8,72,22.494,88,0.166,73,0.0,1,0.8437,0,CR1108,R1108,R1108TS439_4,Others,R1108_TS439_4,R1108_TS439_4,0.4162337173405617,Human,67
TS248,1,28.448,68,42.668,66,0.667,50,0.441,65,-1.0,1,0.732,41,10.85,66,15.782,6,0.285,28,0.0,1,0.9964,1,CR1108,R1108,R1108TS248_1,Others,R1108_TS248_1,R1108_TS248_1,0.4405911019817189,Human,52
TS097,1,29.456,69,57.531,73,0.512,71,0.525,59,-1.0,1,0.507,72,0.9,12,35.281,162,0.183,70,0.0,1,0.9994,0,CR1108,R1108,R1108TS097_1,Others,R1108_TS097_1,R1108_TS097_1,0.3459974631196678,Human,72
TS248,4,30.491,70,45.409,68,0.671,49,0.441,65,-1.0,1,0.739,39,11.75,69,16.634,10,0.269,34,0.0,1,0.9999,1,CR1108,R1108,R1108TS248_4,Others,R1108_TS248_4,R1108_TS248_4,0.4313637781557712,Human,60
TS248,3,32.045,71,48.389,71,0.662,53,0.458,62,-1.0,1,0.721,47,8.59,59,16.236,8,0.28,29,0.0,1,1.0,1,CR1108,R1108,R1108TS248_3,Others,R1108_TS248_3,R1108_TS248_3,0.4322966633902874,Human,59
TS248,2,32.745,72,47.148,70,0.695,45,0.441,65,-1.0,1,0.768,24,9.95,62,16.156,7,0.28,29,0.0,1,1.0,1,CR1108,R1108,R1108TS248_2,Others,R1108_TS248_2,R1108_TS248_2,0.4343522480474153,Human,55
TS235,1,33.2,73,45.583,69,0.728,37,0.596,53,-1.0,1,0.767,26,3.62,34,23.916,111,0.232,50,0.0,1,1.0,1,CR1108,R1108,R1108TS235_1,Others,R1108_TS235_1,R1108_TS235_1,0.4635674473081699,Human,49
TS091,5,56.824,74,369.153,76,0.154,76,-1.0,74,-1.0,1,0.177,76,0.93,16,32.334,154,0.16,75,0.0,1,1.0,1,CR1108,R1108,R1108TS091_5,Others,R1108_TS091_5,R1108_TS091_5,0.2407020476389469,Human,74
TS091,3,57.27,75,496.068,78,0.115,78,-1.0,74,-1.0,1,0.135,78,0.93,16,28.91,145,0.142,78,0.0,1,1.0,1,CR1108,R1108,R1108TS091_3,Others,R1108_TS091_3,R1108_TS091_3,0.2340541367721582,Human,75
TS091,1,57.278,76,489.387,77,0.117,77,-1.0,74,-1.0,1,0.139,77,0.47,11,35.437,163,0.164,74,0.0,1,1.0,1,CR1108,R1108,R1108TS091_1,Others,R1108_TS091_1,R1108_TS091_1,0.2331065372594951,Human,76
TS091,2,57.684,77,344.925,75,0.167,75,-1.0,74,-1.0,1,0.193,75,0.0,1,33.407,156,0.155,77,0.0,1,1.0,1,CR1108,R1108,R1108TS091_2,Others,R1108_TS091_2,R1108_TS091_2,0.2266925834152428,Human,78
TS091,4,60.844,78,331.814,74,0.183,74,-1.0,74,-1.0,1,0.222,74,0.0,1,31.822,153,0.156,76,0.0,1,1.0,1,CR1108,R1108,R1108TS091_4,Others,R1108_TS091_4,R1108_TS091_4,0.2291204393094883,Human,77
TS147,1,11.894,6,15.873,6,0.749,34,0.876,27,0.316,31,0.709,31,0.21,8,34.399,113,0.45,36,0.0,1,0.0,0,CR1116,R1116,R1116TS147_1,Others,R1116_TS147_1,R1116_TS147_1,0.5455971364094729,Human,47
TS227,1,11.894,6,15.873,6,0.749,34,0.876,27,0.316,31,0.709,31,0.21,8,34.399,113,0.45,36,0.0,1,0.0,0,CR1116,R1116,R1116TS227_1,Others,R1116_TS227_1,R1116_TS227_1,0.5455971364094729,Human,47
TS434,1,11.894,6,15.873,6,0.749,34,0.876,27,0.316,31,0.709,31,0.21,8,34.399,113,0.45,36,0.0,1,0.0,0,CR1116,R1116,R1116TS434_1,Others,R1116_TS434_1,R1116_TS434_1,0.5455971364094729,Human,47
TS081,1,12.647,9,15.225,4,0.831,1,0.961,1,0.632,19,0.775,2,16.86,84,33.192,89,0.504,16,0.0,1,0.0,0,CR1116,R1116,R1116TS081_1,Others,R1116_TS081_1,R1116_TS081_1,0.6698865369791169,Human,7
TS416,3,12.692,10,16.965,10,0.748,37,0.887,26,0.0,39,0.709,31,2.13,34,32.693,73,0.506,15,0.0,1,0.0,0,CR1116,R1116,R1116TS416_3,Others,R1116_TS416_3,R1116_TS416_3,0.6380268799299473,Human,25
TS238,2,12.988,11,26.044,58,0.499,81,0.506,77,0.0,39,0.53,88,320.0,95,37.926,130,0.403,51,0.0,1,0.0,0,CR1116,R1116,R1116TS238_2,Others,R1116_TS238_2,R1116_TS238_2,0.523219513217557,Human,58
TS235,5,13.402,12,19.661,21,0.682,58,0.768,54,0.0,39,0.664,52,334.91,97,33.152,83,0.415,48,0.0,1,0.0,0,CR1116,R1116,R1116TS235_5,Others,R1116_TS235_5,R1116_TS235_5,0.5242739135193798,Human,57
TS238,1,13.489,13,21.111,25,0.639,65,0.653,68,0.316,31,0.653,55,209.43,92,31.298,33,0.452,35,0.0,1,0.0,0,CR1116,R1116,R1116TS238_1,Others,R1116_TS238_1,R1116_TS238_1,0.6075505774457313,Human,34
TS110,3,13.795,14,18.696,15,0.738,38,0.803,49,-1.0,72,0.733,25,67.41,89,32.091,52,0.541,5,0.0,1,0.0,0,CR1116,R1116,R1116TS110_3,Others,R1116_TS110_3,R1116_TS110_3,0.6475013449280492,Human,21
TS439,5,13.876,15,18.383,11,0.755,32,0.895,24,-1.0,72,0.715,29,7.47,58,33.062,78,0.535,8,0.0,1,0.0,0,CR1116,R1116,R1116TS439_5,Others,R1116_TS439_5,R1116_TS439_5,0.6456888942711887,Human,22
TS110,2,13.933,16,18.905,17,0.737,39,0.85,38,-1.0,72,0.709,31,75.39,91,31.142,27,0.535,8,0.0,1,0.0,0,CR1116,R1116,R1116TS110_2,Others,R1116_TS110_2,R1116_TS110_2,0.6501673300092456,Human,20
TS439,2,14.343,17,19.906,22,0.721,43,0.763,57,-1.0,72,0.726,26,6.83,57,32.424,64,0.526,12,0.0,1,0.0,0,CR1116,R1116,R1116TS439_2,Others,R1116_TS439_2,R1116_TS439_2,0.5657861948666832,Human,45
TS439,3,14.457,18,19.973,23,0.724,42,0.874,30,-1.0,72,0.673,48,4.27,41,31.911,48,0.529,11,0.0,1,0.0,0,CR1116,R1116,R1116TS439_3,Others,R1116_TS439_3,R1116_TS439_3,0.6284016199687464,Human,30
TS147,4,14.562,19,18.58,12,0.784,13,0.922,18,0.316,31,0.74,19,0.21,8,34.367,110,0.423,45,0.0,1,0.0,0,CR1116,R1116,R1116TS147_4,Others,R1116_TS147_4,R1116_TS147_4,0.59450419314797,Human,36
TS227,4,14.562,19,18.58,12,0.784,13,0.922,18,0.316,31,0.74,19,0.21,8,34.367,110,0.423,45,0.0,1,0.0,0,CR1116,R1116,R1116TS227_4,Others,R1116_TS227_4,R1116_TS227_4,0.59450419314797,Human,36
TS434,4,14.562,19,18.58,12,0.784,13,0.922,18,0.316,31,0.74,19,0.21,8,34.367,110,0.423,45,0.0,1,0.0,0,CR1116,R1116,R1116TS434_4,Others,R1116_TS434_4,R1116_TS434_4,0.59450419314797,Human,36
TS081,2,14.794,22,18.729,16,0.79,12,0.941,8,-1.0,72,0.735,24,7.68,59,29.269,11,0.532,10,0.0,1,0.0,0,CR1116,R1116,R1116TS081_2,Others,R1116_TS081_2,R1116_TS081_2,0.6533899173480581,Human,19
TS110,5,14.795,23,20.678,24,0.715,46,0.814,46,0.0,39,0.699,42,68.43,90,31.951,50,0.537,7,0.0,1,0.0,0,CR1116,R1116,R1116TS110_5,Others,R1116_TS110_5,R1116_TS110_5,0.6350627982421616,Human,27
TS235,3,14.84,24,19.044,18,0.779,16,0.863,31,0.894,1,0.738,23,2.39,35,38.645,131,0.486,22,0.0,1,0.0,0,CR1116,R1116,R1116TS235_3,Others,R1116_TS235_3,R1116_TS235_3,0.5819381402963733,Human,41
TS110,1,15.008,25,22.058,32,0.68,59,0.803,49,0.447,25,0.641,62,51.53,88,31.155,28,0.544,4,0.0,1,0.0,0,CR1116,R1116,R1116TS110_1,Others,R1116_TS110_1,R1116_TS110_1,0.6414555731256594,Human,24
TS081,3,15.069,26,19.376,20,0.778,17,0.961,1,0.0,39,0.712,30,8.53,64,30.485,22,0.519,14,0.0,1,0.0,0,CR1116,R1116,R1116TS081_3,Others,R1116_TS081_3,R1116_TS081_3,0.6436726666371675,Human,23
TS416,5,15.267,27,19.283,19,0.792,10,0.928,14,-1.0,72,0.752,13,5.97,50,32.376,61,0.48,28,0.0,1,0.0,0,CR1116,R1116,R1116TS416_5,Others,R1116_TS416_5,R1116_TS416_5,0.6296609616875994,Human,29
TS416,1,15.486,28,21.658,28,0.715,46,0.805,48,0.0,39,0.703,39,3.2,38,30.393,20,0.486,22,0.0,1,0.0,0,CR1116,R1116,R1116TS416_1,Others,R1116_TS416_1,R1116_TS416_1,0.5869603694534818,Human,40
TS235,1,15.492,29,23.235,43,0.667,61,0.825,43,0.0,39,0.617,69,317.47,94,30.929,26,0.366,60,0.0,1,0.0,0,CR1116,R1116,R1116TS235_1,Others,R1116_TS235_1,R1116_TS235_1,0.5118644778302294,Human,63
TS110,4,15.844,30,22.369,33,0.708,51,0.815,45,0.447,25,0.677,46,51.5,87,31.738,42,0.54,6,0.0,1,0.0,0,CR1116,R1116,R1116TS110_4,Others,R1116_TS110_4,R1116_TS110_4,0.6330570505669658,Human,28
TS416,4,16.001,31,23.529,46,0.68,59,0.744,60,0.0,39,0.677,46,3.63,40,33.105,79,0.479,29,0.0,1,0.0,0,CR1116,R1116,R1116TS416_4,Others,R1116_TS416_4,R1116_TS416_4,0.5551094457033333,Human,46
TS235,2,16.014,32,23.353,44,0.686,57,0.855,34,0.0,39,0.628,67,329.1,96,34.727,118,0.336,65,0.0,1,0.0,0,CR1116,R1116,R1116TS235_2,Others,R1116_TS235_2,R1116_TS235_2,0.5088311119702089,Human,64
TS185,1,16.147,33,21.234,27,0.76,26,0.786,53,0.516,23,0.762,9,10.46,71,28.361,6,0.49,20,0.0,1,0.0,0,CR1116,R1116,R1116TS185_1,Others,R1116_TS185_1,R1116_TS185_1,0.6589978597595199,Human,15
TS147,5,16.261,34,22.873,34,0.711,48,0.855,34,0.0,39,0.669,49,0.21,8,33.251,93,0.371,56,0.0,1,0.0,0,CR1116,R1116,R1116TS147_5,Others,R1116_TS147_5,R1116_TS147_5,0.5197186247499366,Human,59
TS227,5,16.261,34,22.873,34,0.711,48,0.855,34,0.0,39,0.669,49,0.21,8,33.251,93,0.371,56,0.0,1,0.0,0,CR1116,R1116,R1116TS227_5,Others,R1116_TS227_5,R1116_TS227_5,0.5197186247499366,Human,59
TS434,5,16.261,34,22.873,34,0.711,48,0.855,34,0.0,39,0.669,49,0.21,8,33.251,93,0.371,56,0.0,1,0.0,0,CR1116,R1116,R1116TS434_5,Others,R1116_TS434_5,R1116_TS434_5,0.5197186247499366,Human,59
TS185,4,16.344,37,21.675,29,0.754,33,0.795,51,0.516,23,0.749,15,13.66,80,28.823,8,0.484,25,0.0,1,0.0,0,CR1116,R1116,R1116TS185_4,Others,R1116_TS185_4,R1116_TS185_4,0.6579655838152174,Human,17
TS081,5,16.396,38,22.877,37,0.717,45,0.694,65,0.8,2,0.724,27,0.0,1,30.642,23,0.482,27,0.0,1,0.0,0,CR1116,R1116,R1116TS081_5,Others,R1116_TS081_5,R1116_TS081_5,0.5958956987920101,Human,35
TS285,4,16.409,39,27.001,62,0.608,71,0.751,59,0.0,39,0.567,83,1.28,30,36.084,128,0.345,64,0.0,1,0.0,0,CR1116,R1116,R1116TS285_4,Others,R1116_TS285_4,R1116_TS285_4,0.465946538236712,Human,70
TS185,3,16.415,40,21.676,30,0.757,30,0.807,47,0.6,22,0.746,17,9.39,65,28.886,9,0.5,18,0.0,1,0.0,0,CR1116,R1116,R1116TS185_3,Others,R1116_TS185_3,R1116_TS185_3,0.6565315761159409,Human,18
TS076,1,16.652,41,22.924,38,0.726,41,0.932,12,0.0,39,0.657,53,1.71,32,29.939,16,0.368,59,0.0,1,0.0,0,CR1116,R1116,R1116TS076_1,Others,R1116_TS076_1,R1116_TS076_1,0.5885649675936384,Human,39
TS416,2,17.111,42,26.897,61,0.636,67,0.739,61,-1.0,72,0.613,70,16.0,82,34.688,117,0.478,30,0.0,1,0.0,0,CR1116,R1116,R1116TS416_2,Others,R1116_TS416_2,R1116_TS416_2,0.5333996287765697,Human,50
TS439,1,17.166,43,23.45,45,0.732,40,0.861,33,0.0,39,0.703,39,4.48,43,31.485,36,0.52,13,0.0,1,0.0,0,CR1116,R1116,R1116TS439_1,Others,R1116_TS439_1,R1116_TS439_1,0.6186057695666654,Human,32
TS232,5,17.26,44,21.122,26,0.817,4,0.952,3,0.73,10,0.76,11,6.4,53,27.664,5,0.472,31,0.0,1,0.0,0,CR1116,R1116,R1116TS232_5,Others,R1116_TS232_5,R1116_TS232_5,0.6841689741983413,Human,5
TS147,3,17.282,45,24.748,54,0.698,52,0.837,40,-1.0,72,0.653,55,0.21,8,33.228,90,0.376,53,0.0,1,0.0,0,CR1116,R1116,R1116TS147_3,Others,R1116_TS147_3,R1116_TS147_3,0.5285043235652355,Human,54
TS227,3,17.282,45,24.748,54,0.698,52,0.837,40,-1.0,72,0.653,55,0.21,8,33.228,90,0.376,53,0.0,1,0.0,0,CR1116,R1116,R1116TS227_3,Others,R1116_TS227_3,R1116_TS227_3,0.5285043235652355,Human,54
TS434,3,17.282,45,24.748,54,0.698,52,0.837,40,-1.0,72,0.653,55,0.21,8,33.228,90,0.376,53,0.0,1,0.0,0,CR1116,R1116,R1116TS434_3,Others,R1116_TS434_3,R1116_TS434_3,0.5285043235652355,Human,54
TS147,2,17.625,48,23.179,40,0.76,26,0.928,14,0.447,25,0.696,43,0.0,1,34.22,103,0.353,61,0.0,1,0.0,0,CR1116,R1116,R1116TS147_2,Others,R1116_TS147_2,R1116_TS147_2,0.5330916344310896,Human,51
TS227,2,17.625,48,23.179,40,0.76,26,0.928,14,0.447,25,0.696,43,0.0,1,34.22,103,0.353,61,0.0,1,0.0,0,CR1116,R1116,R1116TS227_2,Others,R1116_TS227_2,R1116_TS227_2,0.5330916344310896,Human,51
TS434,2,17.625,48,23.179,40,0.76,26,0.928,14,0.447,25,0.696,43,0.0,1,34.22,103,0.353,61,0.0,1,0.0,0,CR1116,R1116,R1116TS434_2,Others,R1116_TS434_2,R1116_TS434_2,0.5330916344310896,Human,51
TS232,2,17.859,51,22.033,31,0.811,6,0.952,3,0.73,10,0.751,14,11.31,74,27.392,4,0.46,34,0.0,1,0.0,0,CR1116,R1116,R1116TS232_2,Others,R1116_TS232_2,R1116_TS232_2,0.686699884254677,Human,4
TS287,4,17.987,52,23.579,48,0.763,20,0.767,55,0.775,3,0.767,7,0.21,8,32.682,72,0.449,39,0.0,1,0.0,0,CR1116,R1116,R1116TS287_4,Others,R1116_TS287_4,R1116_TS287_4,0.6645301135794649,Human,9
TS235,4,18.085,53,23.707,50,0.763,20,0.863,31,0.775,3,0.721,28,1.74,33,38.711,133,0.468,32,0.0,1,0.0,0,CR1116,R1116,R1116TS235_4,Others,R1116_TS235_4,R1116_TS235_4,0.5673121933156494,Human,44
TS081,4,18.106,54,23.565,47,0.768,19,0.941,8,0.258,38,0.703,39,10.88,72,32.227,55,0.412,49,0.0,1,0.0,0,CR1116,R1116,R1116TS081_4,Others,R1116_TS081_4,R1116_TS081_4,0.6186599160205967,Human,31
TS287,2,18.221,55,23.686,49,0.769,18,0.793,52,0.775,3,0.765,8,0.21,8,32.333,58,0.442,41,0.0,1,0.0,0,CR1116,R1116,R1116TS287_2,Others,R1116_TS287_2,R1116_TS287_2,0.6643018833650449,Human,10
TS185,2,18.265,56,23.094,39,0.791,11,0.908,22,0.671,15,0.748,16,6.4,53,29.999,17,0.503,17,0.0,1,0.0,0,CR1116,R1116,R1116TS185_2,Others,R1116_TS185_2,R1116_TS185_2,0.6625185437049216,Human,13
TS287,3,18.451,57,24.415,53,0.756,31,0.739,61,0.775,3,0.771,4,0.21,8,32.476,65,0.436,42,0.0,1,0.0,0,CR1116,R1116,R1116TS287_3,Others,R1116_TS287_3,R1116_TS287_3,0.6633994424661905,Human,11
TS287,5,18.502,58,24.303,52,0.761,25,0.754,58,0.775,3,0.771,4,0.21,8,32.501,66,0.443,40,0.0,1,0.0,0,CR1116,R1116,R1116TS287_5,Others,R1116_TS287_5,R1116_TS287_5,0.6600988376561223,Human,14
TS287,1,19.15,59,25.104,57,0.763,20,0.765,56,0.775,3,0.77,6,0.43,25,32.403,63,0.434,43,0.0,1,0.0,0,CR1116,R1116,R1116TS287_1,Others,R1116_TS287_1,R1116_TS287_1,0.6628527379474651,Human,12
TS076,3,19.166,60,26.594,59,0.721,43,0.932,12,0.0,39,0.649,59,3.41,39,30.788,25,0.405,50,0.0,1,0.0,0,CR1116,R1116,R1116TS076_3,Others,R1116_TS076_3,R1116_TS076_3,0.5679444841647822,Human,43
TS185,5,19.166,60,23.845,51,0.804,7,0.917,21,0.775,3,0.76,11,7.9,60,29.856,15,0.496,19,0.0,1,0.0,0,CR1116,R1116,R1116TS185_5,Others,R1116_TS185_5,R1116_TS185_5,0.6588226115591617,Human,16
